Date : 2022-12-21 22:16:09
Directory : c:\Users\SamiDhiab\Theion_Repos\soft_wgm_user_interface_qt_cpp
Total : 2266 files,  634389 codes, 220321 comments, 103650 blanks, all 958360 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\src                                                                                                                                                                      |         53 |      5,731 |        457 |      1,218 |      7,406 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\src\contrib                                                                                                                                                              |          4 |        167 |          0 |         44 |        211 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test                                                                                                                                                                     |        273 |    109,968 |     24,547 |     24,146 |    158,661 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0                                                                                                                                                         |        257 |     95,513 |     24,498 |     22,345 |    142,356 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock                                                                                                                                              |         93 |     43,204 |      8,225 |      9,892 |     61,321 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\docs                                                                                                                                         |         23 |     16,323 |          0 |      4,301 |     20,624 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\docs\v1_5                                                                                                                                    |          5 |      3,839 |          0 |      1,010 |      4,849 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\docs\v1_6                                                                                                                                    |          5 |      3,936 |          0 |      1,019 |      4,955 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\docs\v1_7                                                                                                                                    |          5 |      4,022 |          0 |      1,045 |      5,067 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\include                                                                                                                                      |         17 |      9,755 |      3,591 |      1,689 |     15,035 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\include\gmock                                                                                                                                |         17 |      9,755 |      3,591 |      1,689 |     15,035 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\include\gmock\internal                                                                                                                       |          6 |        458 |        398 |        124 |        980 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\include\gmock\internal\custom                                                                                                                |          3 |          9 |         79 |          8 |         96 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\make                                                                                                                                         |          1 |         33 |         46 |         23 |        102 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\msvc                                                                                                                                         |          8 |        586 |          0 |          5 |        591 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\msvc\2010                                                                                                                                    |          4 |        290 |          0 |          4 |        294 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\msvc\2015                                                                                                                                    |          4 |        296 |          0 |          1 |        297 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\scripts                                                                                                                                      |         12 |      3,222 |      1,322 |        639 |      5,183 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\scripts\generator                                                                                                                            |          8 |      1,753 |        681 |        400 |      2,834 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\scripts\generator\cpp                                                                                                                        |          7 |      1,745 |        663 |        394 |      2,802 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\src                                                                                                                                          |          7 |      1,048 |        682 |        212 |      1,942 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googlemock\test                                                                                                                                         |         24 |     12,000 |      2,584 |      2,926 |     17,510 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest                                                                                                                                              |        160 |     52,101 |     16,259 |     12,397 |     80,757 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\cmake                                                                                                                                        |          1 |        236 |          0 |         19 |        255 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\codegear                                                                                                                                     |          2 |          3 |         73 |          4 |         80 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\docs                                                                                                                                         |         28 |     12,360 |          0 |      3,692 |     16,052 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\include                                                                                                                                      |         24 |     14,157 |      5,202 |      2,172 |     21,531 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\include\gtest                                                                                                                                |         24 |     14,157 |      5,202 |      2,172 |     21,531 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\include\gtest\internal                                                                                                                       |         14 |     11,122 |      2,648 |      1,444 |     15,214 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\include\gtest\internal\custom                                                                                                                |          3 |          9 |        137 |          9 |        155 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\make                                                                                                                                         |          1 |         28 |         34 |         21 |         83 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\samples                                                                                                                                      |         18 |        771 |      1,058 |        323 |      2,152 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\scripts                                                                                                                                      |          8 |      2,033 |      1,070 |        508 |      3,611 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\scripts\test                                                                                                                                 |          1 |         27 |         16 |         17 |         60 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\src                                                                                                                                          |         10 |      5,967 |      2,982 |      1,307 |     10,256 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\test                                                                                                                                         |         61 |     16,230 |      5,578 |      4,225 |     26,033 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\xcode                                                                                                                                        |          6 |        118 |        262 |         43 |        423 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\xcode\Samples                                                                                                                                |          4 |         70 |        156 |         30 |        256 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\xcode\Samples\FrameworkSample                                                                                                                |          4 |         70 |        156 |         30 |        256 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\gtest-1.8.0\googletest\xcode\Scripts                                                                                                                                |          2 |         48 |        106 |         13 |        167 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\integration                                                                                                                                                         |          8 |     12,799 |         39 |      1,517 |     14,355 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\test\node                                                                                                                                                                |          1 |        478 |          0 |         88 |        566 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\dependencies\yaml-cpp\util                                                                                                                                                                     |          4 |        265 |         23 |         53 |        341 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\docs                                                                                                                                                                                           |          1 |          1 |          0 |          0 |          1 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\includes                                                                                                                                                                                       |         10 |        326 |         62 |         65 |        453 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\src                                                                                                                                                                                            |          9 |        499 |         82 |        125 |        706 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_cnt_system_submodule_cpp\test                                                                                                                                                                                           |          1 |          1 |          0 |          0 |          1 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller                                                                                                                                                                                          |      1,326 |    306,944 |    100,126 |     55,128 |    462,198 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\config                                                                                                                                                                                   |          1 |          7 |          5 |          1 |         13 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies                                                                                                                                                                             |      1,209 |    296,022 |     99,180 |     54,126 |    449,328 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\lib_keyence_sdk                                                                                                                                                             |        143 |     20,130 |     22,999 |      1,309 |     44,438 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\lib_keyence_sdk\HelpFiles                                                                                                                                                   |        113 |     15,655 |     22,492 |        679 |     38,826 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\lib_keyence_sdk\Samples                                                                                                                                                     |         24 |      3,894 |        252 |        548 |      4,694 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\lib_keyence_sdk\Samples\VC_Src                                                                                                                                              |         24 |      3,894 |        252 |        548 |      4,694 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\lib_keyence_sdk\includes                                                                                                                                                    |          3 |        522 |        255 |         73 |        850 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\lib_keyence_sdk\src                                                                                                                                                         |          2 |         56 |          0 |          7 |         63 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp                                                                                                                                                                      |         76 |      5,180 |      4,684 |      1,876 |     11,740 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\doc                                                                                                                                                                  |          1 |      1,776 |          0 |        529 |      2,305 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\examples                                                                                                                                                             |         16 |        675 |        717 |        282 |      1,674 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\examples\linux                                                                                                                                                       |          2 |         77 |         86 |         33 |        196 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\examples\tcp                                                                                                                                                         |          6 |        282 |        272 |        115 |        669 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\examples\udp                                                                                                                                                         |          3 |        118 |        136 |         48 |        302 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\examples\unix                                                                                                                                                        |          5 |        198 |        223 |         86 |        507 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\include                                                                                                                                                              |         26 |        967 |      2,899 |        375 |      4,241 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\include\sockpp                                                                                                                                                       |         26 |        967 |      2,899 |        375 |      4,241 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\src                                                                                                                                                                  |         11 |        657 |        513 |        254 |      1,424 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\src\linux                                                                                                                                                            |          2 |         80 |         82 |         36 |        198 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\src\unix                                                                                                                                                             |          1 |         25 |         42 |         13 |         80 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\tests                                                                                                                                                                |         12 |        667 |        518 |        263 |      1,448 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\sockpp\tests\unit                                                                                                                                                           |         11 |        615 |        515 |        242 |      1,372 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api                                                                                                                                                  |        620 |    151,776 |     46,263 |     24,839 |    222,878 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv                                                                                                                                            |        608 |    151,241 |     46,119 |     24,749 |    222,109 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib                                                                                                                                        |        603 |    151,094 |     45,857 |     24,697 |    221,648 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages                                                                                                                          |        603 |    151,094 |     45,857 |     24,697 |    221,648 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\_distutils_hack                                                                                                          |          2 |         79 |         19 |         33 |        131 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip                                                                                                                      |        382 |    108,263 |     24,067 |     14,534 |    146,864 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal                                                                                                            |        136 |     17,470 |      5,578 |      4,208 |     27,256 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\cli                                                                                                        |         12 |      1,899 |        416 |        429 |      2,744 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\commands                                                                                                   |         17 |      2,312 |        355 |        505 |      3,172 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\distributions                                                                                              |          5 |        127 |         46 |         42 |        215 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\index                                                                                                      |          4 |      1,086 |        412 |        248 |      1,746 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\locations                                                                                                  |          4 |        510 |        156 |        129 |        795 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\metadata                                                                                                   |          3 |        269 |         96 |         81 |        446 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\models                                                                                                     |         11 |        672 |        212 |        190 |      1,074 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\network                                                                                                    |          8 |        841 |        333 |        225 |      1,399 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\operations                                                                                                 |          8 |      1,376 |        397 |        304 |      2,077 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\operations\install                                                                                         |          4 |        639 |        204 |        145 |        988 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\req                                                                                                        |          7 |      1,995 |        501 |        402 |      2,898 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution                                                                                                 |         13 |      1,854 |        471 |        404 |      2,729 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\legacy                                                                                          |          2 |        273 |        124 |         58 |        455 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib                                                                                      |          9 |      1,568 |        347 |        339 |      2,254 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\utils                                                                                                      |         29 |      2,198 |      1,106 |        673 |      3,977 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_internal\vcs                                                                                                        |          6 |      1,075 |        534 |        223 |      1,832 |
| dependencies\software_wgm_v2_cpp\dependencies\soft_wafer_holder_system_controller\dependencies\software_repetier_rest_api\.venv\Lib\site-packages\pip\_vendor                                                                                                              |        244 |     90,774 |     18,472 |     10,316 |    119,562 |
